,time_since_last_recording_server_1_tactic_1,latency_server_1_tactic_1,cost_server_1_tactic_1,reliability_server_1_tactic_1,time_since_last_ping_server_1_tactic_1,ping_time_server_1_tactic_1,day1_server_1_tactic_1,day2_server_1_tactic_1,day3_server_1_tactic_1,day4_server_1_tactic_1,day5_server_1_tactic_1,day6_server_1_tactic_1,day7_server_1_tactic_1,predicted_Latency 8,predicted_Cost 8,predicted_Reliability 8
0,0.0052184384826386,0.0163601247502555,0.1679687499999999,1,0.0024466494495038,0.0952199003926322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033188045,0.17367667,1.0
1,0.0143172542985214,0.0149850961709685,0.18359375,1,0.003398124235422,0.0970556975590046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03339049,0.17471766,1.0
2,0.000468321402288,0.0151234163822808,0.185546875,1,0.0043495990213402,0.0948378086379087,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033277415,0.17515433,1.0
3,0.006088178229745,0.0150017161796622,0.185546875,1,0.0065923610167187,0.4914139151668467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033826582,0.1720469,1.0
4,0.013915835953703,0.0166046946027947,0.1777343749999999,1,0.0006796248470844,0.4918838441065641,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03352923,0.17057973,1.0
5,0.0017394794942128,0.0150139124442531,0.173828125,1,0.0036699741742558,0.4918355336548175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03325473,0.17270619,1.0
6,0.0020070917240917,0.0148705617199507,0.1796874999999999,1,0.0044855239907571,0.4924855288237723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033700652,0.16820839,1.0
7,0.0013380611493945,0.0154918321737808,0.166015625,1,6.796248470844094e-05,0.4917740476253217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033377375,0.17470244,1.0
8,0.0060212751722753,0.0163525516866681,0.1875,1,0.0,0.4921122207875482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03365656,0.17418432,1.0
9,0.0038803773332441,0.0162217079598124,0.18359375,1,0.0053690362919668,0.4921078289282985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03355845,0.17474136,1.0
10,0.0006690305746972,0.0161788709161821,0.185546875,1,6.796248470844094e-05,0.4916466837070805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033708334,0.16727924,1.0
