time_since_last_recording,latency,cost,reliability,time_since_last_ping,last_ping
0,10.308494091033936,9.5,18.0,0.083
932.0,8.837258338928223,10.2,1940.0,0.083
1727.0,11.724047660827637,6.6,1816.0,0.083
757.0,11.89512300491333,12.2,11573.0,0.083
1511.0,12.176133632659912,8.7,1695.0,0.083
1480.0,9.211877822875977,11.5,166.0,0.083
1328.0,9.350256204605103,11.5,11033.0,0.083
1332.0,8.378910064697266,11.0,1750.0,0.083
1844.0,9.01429295539856,11.2,1665.0,0.083
1027.0,8.317521572113037,9.6,1180.0,0.083
1783.0,9.783106803894043,10.2,1580.0,0.083
1387.0,8.790979862213135,11.4,1519.0,0.083
1444.0,8.61691951751709,6.2,11339.0,0.083
1103.0,10.449436902999878,11.9,1716.0,0.083
1440.0,11.236984252929688,8.4,11218.0,0.083
878.0,8.756479024887085,10.6,1570.0,0.083
1486.0,8.326995611190796,10.9,1667.0,0.083
1272.0,9.238006114959717,13.1,1440.0,0.083
1276.0,8.856301069259644,9.9,1419.0,0.083
1478.0,8.741673469543457,10.8,1852.0,0.083
1356.0,8.537123680114746,11.7,11026.0,0.083
663.0,8.85203742980957,10.4,145.0,0.083
1851.0,8.438912153244019,14.2,1589.0,0.083
1285.0,8.40861463546753,12.0,11270.0,0.083
785.0,8.611451148986816,10.7,1456.0,0.083
928.0,8.971909999847412,9.7,11384.0,0.083
2112.0,9.025819063186646,11.2,11265.0,0.083
938.0,9.695161581039429,10.2,1727.0,0.083
1190.0,8.700817584991455,10.4,11072.0,0.083
888.0,8.721376180648804,13.9,1433.0,0.083
1462.0,9.744845151901245,10.4,182.0,0.083
1426.0,20.948015689849854,6.8,1655.0,0.083
739.0,9.687510967254639,5.3,1253.0,0.083
1940.0,10.709230899810791,10.5,1503.0,0.083
687.0,15.126511573791504,9.1,1634.0,0.083
1826.0,37.02355623245239,4.3,11032.0,0.083
1000.0,12.37816309928894,6.6,1177.0,0.083
1735.0,12.391144514083862,8.1,1881.0,0.083
1258.0,8.436570644378662,10.5,11174.0,0.083
884.0,9.288311243057251,10.8,1772.0,0.083
1658.0,8.600887298583984,10.2,1650.0,0.083
861.0,8.390753746032715,11.2,1424.0,0.083
1330.0,8.82260537147522,13.3,1396.0,0.083
929.0,8.398756980895996,11.0,1570.0,0.083
1780.0,10.399736404418945,10.2,188.0,0.083
661.0,8.613892793655396,12.6,1749.0,0.083
1025.0,8.575440168380737,11.4,1516.0,0.083
1299.0,9.861591339111328,8.2,11816.0,0.083
1672.0,9.042582035064697,10.5,1276.0,0.083
1052.0,9.287665128707886,11.3,1162.0,0.083
1284.0,9.896470069885254,11.9,11023.0,0.083
1558.0,9.424428701400757,10.7,1156.0,0.083
956.0,8.73859429359436,10.9,11113.0,0.083
1667.0,10.671607732772827,9.5,1961.0,0.083
1234.0,9.383739709854126,10.1,194.0,0.083
1190.0,9.384440183639526,9.9,11285.0,0.083
1035.0,10.641940355300903,10.5,1989.0,0.083
700.0,11.152607440948486,10.5,1294.0,0.083
1869.0,15.915301084518433,6.2,1907.0,0.083
471.0,9.985658168792725,9.0,11379.0,0.083
1694.0,9.062033891677856,10.6,1782.0,0.083
968.0,8.864900350570679,10.3,1685.0,0.083
1645.0,10.529523849487305,10.0,1858.0,0.083
589.0,9.897947311401367,9.9,1386.0,0.083
1810.0,9.88439154624939,9.6,11162.0,0.083
1403.0,13.399422645568848,7.7,1988.0,0.083
1065.0,8.76432490348816,9.9,1878.0,0.083
974.0,8.531976699829102,10.6,1463.0,0.084
1682.0,8.604424238204956,10.8,1730.0,0.083
1229.0,9.126006126403809,10.9,11150.0,0.083
1162.0,11.714111328125,8.5,13.0,0.083
1363.0,11.143896341323853,12.5,11366.0,0.083
1464.0,9.241873979568481,9.9,126.0,0.083
1197.0,9.013264417648315,12.8,11223.0,0.083
