time_since_last_recording,latency,cost,reliability
0,5.658711194992065,26.1,1
1231.0,5.54854941368103,26.5,1
1430.0,5.526518106460571,25.9,1
1188.0,5.582180738449097,26.1,1
1182.0,5.435241937637329,25.7,1
953.0,5.5492262840271,25.8,1
2017.0,5.6953065395355225,25.9,1
1557.0,5.542664527893066,29.0,1
420.0,5.644275426864624,26.9,1
2164.0,5.588445663452148,26.2,1
994.0,5.534032583236694,25.8,1
2066.0,5.496542453765869,28.5,1
871.0,5.663726091384888,27.5,1
1571.0,5.781289339065552,27.1,1
1426.0,5.539617538452148,25.9,1
1075.0,5.697519302368164,25.8,1
1022.0,7.476913928985596,35.0,1
1789.0,5.601705074310303,26.0,1
646.0,6.074757099151611,28.4,1
1665.0,7.971734285354614,33.9,1
1113.0,5.74092173576355,27.1,1
1799.0,6.805074214935303,30.5,1
997.0,5.7007575035095215,26.6,1
1103.0,5.509809970855713,25.6,1
772.0,5.565107345581055,30.1,1
2017.0,5.7714972496032715,26.9,1
787.0,5.671496391296387,26.5,1
1741.0,5.572044372558594,26.0,1
1311.0,5.574134111404419,26.1,1
931.0,5.516730070114136,25.8,1
827.0,5.551650047302246,25.9,1
1598.0,5.495202302932739,25.6,1
1597.0,5.524728536605835,25.9,1
394.0,8.37208890914917,27.7,1
1590.0,5.6508543491363525,26.3,1
1210.0,5.590893507003784,26.3,1
1612.0,5.624215602874756,27.0,1
811.0,5.526093482971191,25.7,1
1332.0,5.663072347640991,26.6,1
1161.0,5.540304899215698,26.2,1
1324.0,7.844667434692383,33.3,1
1182.0,8.083158254623413,32.9,1
1652.0,7.98645544052124,33.3,1
1458.0,5.708017826080322,26.7,1
617.0,5.738904237747192,26.6,1
1798.0,5.85456395149231,27.0,1
578.0,5.6742119789123535,26.4,1
1618.0,5.666959285736084,28.5,1
1217.0,5.641284942626953,25.9,1
1698.0,5.686156988143921,27.0,1
408.0,5.728666543960571,28.1,1
1317.0,8.449963569641113,31.4,1
1384.0,5.66828727722168,26.5,1
980.0,5.768108367919922,25.9,1
1479.0,5.524561643600464,25.6,1
1559.0,5.726015090942383,26.6,1
945.0,5.596201658248901,26.6,1
1132.0,5.544789791107178,25.8,1
1147.0,5.659367084503174,34.6,1
1421.0,5.618739128112793,25.6,1
1380.0,5.927836894989014,28.4,1
1500.0,5.515716075897217,25.5,1
1091.0,7.680052042007446,25.5,1
1183.0,5.766833066940308,26.3,1
1602.0,5.5541090965271,25.7,1
715.0,6.188361644744873,28.0,1
1547.0,7.675438642501831,26.0,1
1401.0,5.728882789611816,26.3,1
978.0,5.65494441986084,26.6,1
1013.0,5.740675210952759,25.9,1
970.0,7.125696420669556,31.0,1
1812.0,5.59189510345459,26.0,1
1148.0,5.717280149459839,26.8,1
1535.0,5.563876628875732,25.7,1
873.0,5.597532033920288,25.9,1
1429.0,5.631015300750732,26.5,1
1033.0,5.809218883514404,27.3,1
1017.0,5.613996267318726,25.9,1
1525.0,7.669932842254639,32.6,1
1870.0,6.224780082702637,28.3,1
1315.0,5.615046501159668,26.0,1
630.0,6.004977703094482,27.8,1
1999.0,5.680898427963257,25.7,1
612.0,5.588061571121216,26.4,1
1740.0,5.644017219543457,26.3,1
564.0,5.58396315574646,25.8,1
1520.0,5.532477378845215,26.9,1
1281.0,5.977690696716309,27.5,1
1847.0,5.61678671836853,26.3,1
529.0,5.645367622375488,26.7,1
1394.0,5.486983060836792,26.1,1
1036.0,5.796564817428589,30.1,1
2016.0,5.638470888137817,27.1,1
969.0,6.100618124008179,35.4,1
1349.0,5.605594873428345,26.3,1
1082.0,5.433443069458008,26.1,1
1008.0,5.553043842315674,26.3,1
1636.0,5.747160911560059,25.9,1
1407.0,5.975274562835693,28.0,1
728.0,5.784599542617798,26.4,1
2298.0,5.57088041305542,26.8,1
890.0,5.484029293060303,26.1,1
2240.0,5.640051364898682,29.8,1
